sign_id,ab_number,la_attestations,damos_attestations,cog_attestations,conventional_value,value_source,homomorphy_grade,cypriot_stable,value_space,maskable,robust_anchor,source_status,citations,disagreement_notes
TI,B037,110,644,51,ti,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
TO,B005,17,1965,103,to,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
TU,B069,73,239,23,tu,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
TWE,B087,2,7,0,twe,data.py bridge convention,pending_primary,pending_primary,unicode_lb_syllabary_74,True,False,secondary,"scripts/cross_script/data.py bridge: GORILA romanization == Unicode LB syllable value (Unicode chart cross-check); NOT in the litindex seed — needs citation before graduating to seed status || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
U,B010,68,964,142,u,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
WA,B054,45,744,45,wa,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
WI,B040,21,443,52,wi,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
ZA,B017,40,88,9,za,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,True,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
ZE,B074,1,58,6,ze,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,False,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
ZO,B020,2,185,10,zo,litindex:lb_value_transfer,pending_primary,pending_primary,unicode_lb_syllabary_74,True,False,secondary,"GORILA (Godart & Olivier 1976-1985); LB values after Ventris 1953 [litindex.py lb_value_transfer seed] || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
ZU,,32,0,0,zu,data.py bridge convention,pending_primary,pending_primary,unicode_lb_syllabary_74,False,False,secondary,"scripts/cross_script/data.py bridge: GORILA romanization == Unicode LB syllable value (Unicode chart cross-check); NOT in the litindex seed — needs citation before graduating to seed status || homomorphy: Salgarella 2020, Aegean Linear Script(s) (CUP) — ABSENT from repo (paywalled, operator-supplies; docs/related/_acquisition.md) || cypriot: Steele & Meissner 2017, 'Linear A and Linear B: structural and contextual concerns', in Understanding Relations Between Scripts (Oxbow), 93-110 — ABSENT from repo (all-rights-reserved, not acquired; docs/related/_acquisition.md)",
