experiment_dir,authoritative_worktree,path,ext,bytes,classification
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/src/continuity/cfg.py,py,1601,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/src/sigla_reconcile/config.py,py,1675,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/src/common/__pycache__/syllabary.cpython-311.pyc,pyc,6230,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/data/manifests/known_persistence_pairs.sha256,sha256,139,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/data/manifests/administrative_channel_closure.sha256,sha256,1022,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_continuity_partitions.py,py,1823,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_sigla_reconcile_normalization.py,py,1377,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_ab_equivalence_structure.py,py,1816,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_ab_equivalence_blindness.py,py,2018,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_sigla_reconcile_crosswalk.py,py,1946,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_la_candidate_leakage.py,py,2562,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/tests/test_la_candidate_freeze.py,py,2795,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/reports/METADATA_FREEZE_CLARIFICATIONS.md,md,2620,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/reports/SIGLA_CORPUS_DELTA.md,md,4144,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/reports/SIGLA_SOURCE_AUDIT.md,md,4192,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/reports/SIGLA_SILVER_CROSSWALK.md,md,2922,SUBSUMED_REPORT (section of a covered instance)
la_lb_continuity,la-lb-ritual,experiments/la_lb_continuity/reports/GENRE_MISMATCH_AUDIT.md,md,1771,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/data/gold/la_ritual_candidate_manifest.jsonl,jsonl,286695,SUBSUMED_SUBFILE (data/checkpoint rolled into a covered method instance in same dir)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/sim/simlib.py,py,1886,SUBSUMED_SCRIPT (helper/loader for a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/sim/__pycache__/ritual_verdict.cpython-311.pyc,pyc,5712,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/sim/__pycache__/simlib.cpython-311.pyc,pyc,6205,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/sim/__pycache__/controls.cpython-311.pyc,pyc,9289,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/sim/__pycache__/nulls_power.cpython-311.pyc,pyc,11808,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/inventory/__pycache__/build_known_ritual_ledger.cpython-311.pyc,pyc,8309,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/inventory/__pycache__/build_la_ritual.cpython-311.pyc,pyc,13595,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/inventory/__pycache__/build_lb_ritual.cpython-311.pyc,pyc,8958,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/src/drift_feasibility/__pycache__/drift_feasibility.cpython-311.pyc,pyc,6008,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_ritual_leakage.cpython-311-pytest-9.0.2.pyc,pyc,16988,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_ritual_nulls_power.cpython-311-pytest-9.0.2.pyc,pyc,6396,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_ritual_verdict.cpython-311-pytest-9.0.2.pyc,pyc,5377,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_ritual_controls.cpython-311-pytest-9.0.2.pyc,pyc,7903,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_known_ritual_ledger.cpython-311-pytest-9.0.2.pyc,pyc,8559,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_drift_feasibility.cpython-311-pytest-9.0.2.pyc,pyc,5530,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_la_ritual_candidates.cpython-311-pytest-9.0.2.pyc,pyc,15130,SUBSUMED_REPORT (section of a covered instance)
la_lb_ritual,la-lb-ritual,experiments/la_lb_ritual/tests/__pycache__/test_lb_ritual_targets.cpython-311-pytest-9.0.2.pyc,pyc,14397,SUBSUMED_REPORT (section of a covered instance)
crossscript_gate,main,experiments/crossscript_gate/phase1_power.py,py,8576,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/PHASE0_REPORT.md,md,7246,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/PHASE1_RESULTS_DOI.md,md,1510,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/PHASE05_REPORT.md,md,5724,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/power_precheck.py,py,12089,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/oneshot_run.py,py,9932,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/anchors_summary.json,json,1031,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/PREREG_FINAL_TIMESTAMP.md,md,1029,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/build_anchors.py,py,10009,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/steele_meissner_2017.py,py,7974,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/__pycache__/phase1_power.cpython-311.pyc,pyc,18882,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/__pycache__/power_precheck.cpython-311.pyc,pyc,26662,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/__pycache__/steele_meissner_2017.cpython-311.pyc,pyc,4997,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/__pycache__/oneshot_run.cpython-311.pyc,pyc,20318,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/GAP_DELTA.md,md,3212,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/anetaki_extraction.md,md,6425,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/sweep_scan.py,py,3967,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/frozen_hashes_before.json,json,454,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/missing_items.csv,csv,137852,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/corpus_inventory.csv,csv,94175,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/published_record_checklist.csv,csv,153198,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/checklist_notes.md,md,14281,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/fragments/younger.csv,csv,14038,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/fragments/delfreo.csv,csv,17889,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase3/sweep/fragments/sigla.csv,csv,118703,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/results/power_precheck.json,json,4872,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/results/power_precheck_phase05.json,json,2806,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/SELECTION_RULE.md,md,2852,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/p2_select_certify.py,py,10771,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/P2_CERTIFICATION.md,md,1732,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/PHASE2_RESULTS_DOI.md,md,1301,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/quota_sweep.py,py,9963,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/PREREG_FINAL_P2.md,md,7412,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/QUOTA_RESULT.md,md,2736,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/GAP_ANALYSIS.md,md,3761,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/SWEEP_SPEC.md,md,6624,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/SELECTED_ANCHORS.md,md,2205,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/PREREG_P2_TIMESTAMP.md,md,887,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/PHASE2_REPORT.md,md,4544,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/gap_analysis.py,py,6684,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/p2_oneshot.py,py,8866,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/__pycache__/p2_select_certify.cpython-311.pyc,pyc,26554,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/__pycache__/quota_sweep.cpython-311.pyc,pyc,22930,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/results/p2_certification.json,json,4746,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/results/selected_anchors.json,json,2761,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/results/gap_analysis.json,json,2117,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
crossscript_gate,main,experiments/crossscript_gate/phase2/results/phase2_quota_sweep.json,json,37682,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/models_neural.py,py,8634,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/harness.py,py,7657,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/models_pyp.py,py,14145,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/models_morfessor.py,py,2709,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/run_models.py,py,11905,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/frozen_metric.py,py,11896,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/run_gates.py,py,4053,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/results/models_diagnostics.json,json,25189,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/results/loso_baseline_counts.json,json,35517,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/results/models_loso_counts.json,json,71058,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/results/run_models.log,log,4521,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/run_models.cpython-311.pyc,pyc,22197,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/frozen_metric.cpython-311.pyc,pyc,21496,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/models_morfessor.cpython-311.pyc,pyc,4792,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/models_pyp.cpython-311.pyc,pyc,26198,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/models_neural.cpython-311.pyc,pyc,18231,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
segmentation_extension,main,experiments/segmentation_extension/__pycache__/harness.cpython-311.pyc,pyc,14412,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/pulse.sh,sh,1006,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/INSTRUMENTATION_AUDIT.md,md,3934,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/fence_check.py,py,857,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/ACCELERATION_OPTIONS.md,md,8412,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/STEP0_SWEEP_AUDIT.md,md,4585,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/gpu01_gpu_benchmark.py,py,4563,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/status_table.sh,sh,3300,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/ACCELERATION_HALT_VERIFICATION.md,md,7453,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/EXIT_B_NUMBER_PROVENANCE.md,md,8134,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/smt_remedy.sh,sh,2453,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/PREREG_robustness.md,md,5629,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/sweep_observe_snapshot_first.json,json,5301,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/PROGRESS.md,md,8409,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/STEP_A_RULING.md,md,2563,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/EXIT_B_SUBMISSION_VERIFICATION.md,md,11513,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/ACCELERATION_PREFLIGHT.md,md,4332,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/EXIT_B_INTEGRITY_RULING.md,md,4997,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/run_fenced.sh,sh,1466,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
sufficiency,main,experiments/sufficiency/resume_sweep.py,py,7975,INHERITED_FOUNDATION (methods catalogued under paper_core; sub-artifact)
