experiment_dir,authoritative_worktree,path,ext,bytes
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_CYPRO_MINOAN_SENSITIVITY.md,md,4348
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_INDEPENDENT_REPLICATIONS.md,md,7387
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/I_AGNOSTIC_SEARCH_RESULTS.md,md,7126
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_GROUPED_GENERALIZATION.md,md,8707
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_ORIGINAL_RESULT_RECONSTRUCTION.md,md,6615
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/D_SEED_PROPAGATION_AUDIT.md,md,7450
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/K_NULL_RESULTS.md,md,5913
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/G_EXISTING_ANCHOR_AUDIT.md,md,7569
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/F_LEAVE_ONE_SIGN_OUT.md,md,6228
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/L_EXPECTED_INFORMATION_GAIN.md,md,6897
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/E_FORMULA_GRAMMAR.md,md,9093
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/K_NULL_SPEC.md,md,5547
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/I_AGNOSTIC_SEARCH_SPEC.md,md,8372
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/i1_run.log,log,465
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/C_LINEAR_A_SUBSTITUTION_GRAPH.md,md,8593
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/E_WRONG_STRUCTURE_CONTROLS.md,md,7148
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/B_LINEAR_A_SEGMENTATION_ENSEMBLE.md,md,8226
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/H_MODEL_COMPARISON.md,md,6680
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/A_MULTIPLICITY_AUDIT.md,md,10528
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/G_ANCHOR_NULLS.md,md,9080
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/reports/G_SEED_QUALITY.md,md,4222
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/manifests/H1_round1_manifest.json,json,313
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/manifests/SEALS_INDEX.json,json,2753
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/manifests/H2_round2_manifest.json,json,495
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/manifests/H3_round3_manifest.json,json,318
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/preregistrations/H_round2_prereg.json,json,7218
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/preregistrations/H_round1_prereg.json,json,13380
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/preregistrations/H_round3_prereg.json,json,12432
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/E5_wrongstruct.json,json,4822
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/D1_multiview.json,json,7497
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/C_audit.json,json,14561
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/H3_round3.json,json,24369
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A6_nulls.json,json,5983
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A5_surface.json,json,30349
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/F2_calibration.json,json,3988
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/F1_decompose.json,json,119599
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/I1_agnostic.json,json,13154
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/C1_candidates.json,json,8045832
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/J1_exposure.json,json,10712
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/B6.json,json,14777
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/E1_morphology.json,json,84082
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/C_la_graph.json,json,23780
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/D3_seed_audit.json,json,8933
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/F4_loso.json,json,44726
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/B3_known_script.json,json,8837
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/B4_synthetic.json,json,79828
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/E3_crosssite.json,json,30059
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/I1_agnostic_free_objective_collapse.json,json,11092
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A3_replications.json,json,20855
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/H2_round2.json,json,20253
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/E4_paramreduce.json,json,12608
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/K1_nulls.json,json,7428
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/E2_formula.json,json,16860
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/D_la_posterior.json,json,48494
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/C5_stability.json,json,16234
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A1_recompute.json,json,2208
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A4_grouped.json,json,41671
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/H1_round1.json,json,21486
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/C3_lb_calibration.json,json,12497
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/D2_ablations.json,json,24721
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/A2_multiplicity.json,json,6897
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/D4_frontier.json,json,21612
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_ROW.json,json,751274
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_MULTI_SCALE.json,json,1200708
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_DIPLOMATIC.json,json,354406
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_FORMULA.json,json,581357
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_PROBABILISTIC_BOUNDARY.json,json,774708
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_GORILA_WORD.json,json,745642
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_INSCRIPTION_CONTEXT.json,json,505810
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/SEG_ENTRY.json,json,291615
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/_SUMMARY.json,json,2327
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/segmentations/la_ensemble.json,json,1679251
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/seal_targets/SEAL_4_target.json,json,1973
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/seal_targets/SEAL_2_target.json,json,363
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/seal_targets/SEAL_3_target.json,json,423
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/seal_targets/SEAL_5_target.json,json,585
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/candidates_v2/H3_round3.json,json,24369
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/candidates_v2/H1_round1.json,json,21486
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/candidates_v2/H2_round2.json,json,20253
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/anchors_v2/compound_systems.json,json,6349
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/anchors_v2/audit.json,json,128867
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/anchors_v2/seeds.json,json,57018
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/anchors_v2/anchor_nulls.json,json,17536
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/anchors_v2/expanded.json,json,22280
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/source_watch/watch.json,json,15810
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/data/source_watch/J1_web_capture_2026-07-07.txt,txt,3317
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/seals/SEAL_4.json,json,1414
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/seals/SEAL_5.json,json,1582
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/seals/ANETAKI_FINAL_EDITION_DELTA_SEAL.json,json,4127
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/seals/SEAL_3.json,json,2224
linear_a_relative_phonology,relative-phonology,experiments/linear_a_relative_phonology/seals/SEAL_2.json,json,1477
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/CAMPAIGN.md,md,2596
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/DECISION_LOG.md,md,2586
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/TASK_LEDGER.yaml,yaml,4728
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/STATUS.md,md,856
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/end_to_end_null.py,py,24079
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/C_morphology_audit.py,py,26288
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/E_full_formula_audit.py,py,18684
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/PC_positive_controls.py,py,25618
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/A_exhaustive_301_value_audit.py,py,29168
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/build_libation_formula_corpus.py,py,11429
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/segmentation_compare.py,py,14129
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/D_leave_one_site_out.py,py,27918
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/B_semitic_root_gloss_audit.py,py,47870
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/PC_positive_controls.cpython-311.pyc,pyc,45646
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/B_semitic_root_gloss_audit.cpython-311.pyc,pyc,56323
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/scripts/__pycache__/A_exhaustive_301_value_audit.cpython-311.pyc,pyc,40504
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/C_ALTERNATIVE_ANALYSES.md,md,6958
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/H_LOGOGRAM_CORRECTIONS.md,md,524
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/B_GLOSS_SPECIFICITY.md,md,3709
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/VERDICT_FRAMING_CONSTRAINTS.md,md,2822
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/D_LEAVE_ONE_SITE_OUT.md,md,5264
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/00_PRIOR_TEST_CENSUS.md,md,3847
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/END_TO_END_NULL_SPEC.md,md,6215
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/G_408_LEXICON_AUDIT.md,md,1257
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/FINAL_DI_MINO_CLAIM_VERDICT.md,md,10149
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/03_LIBATION_FORMULA_CORPUS.md,md,7824
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/C_EXACT_MORPHOLOGY_AUDIT.md,md,8561
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/H_LINEAR_B_CORRECTIONS.md,md,765
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/02_CLAIM_GRAPH_AND_FREE_PARAMETER_RECEIPT.md,md,4044
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/A_EXHAUSTIVE_301_VALUE_AUDIT.md,md,5075
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/B_SEMITIC_ROOT_AUDIT.md,md,3415
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/B_ROOT_SEARCH_NULLS.md,md,3931
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/C_PARADIGM_PREDICTIONS.md,md,4192
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/POSITIVE_CONTROL_RESULTS.md,md,7464
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/END_TO_END_NULL_RESULTS.md,md,7501
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/01_PUBLIC_CLAIM_ARCHIVE.md,md,2709
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/E_FULL_FORMULA_AUDIT.md,md,8776
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/04_SEGMENTATION_COMPARISON.md,md,6212
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/reports/F_FULL_SIGN_MAP_AUDIT.md,md,1350
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/preregistrations/DI_MINO_EXACT_CLAIM_V1.md,md,4948
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/manifests/di_mino_public_claim.sha256,sha256,271
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/manifests/DI_MINO_EXACT_CLAIM_V1.sha256,sha256,113
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/formula_claim_matrix.json,json,27381
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/claim_archive/minoan-fig1.png,png,86479
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/claim_archive/aiclambake_linear-a_2026-06-16.retrieved.md,md,3411
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/loso.json,json,9136
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/morphology.json,json,17790
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/root_search.json,json,32662
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/end_to_end_null.json,json,10876
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/positive_controls.json,json,3896
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/301_value_sweep.json,json,31324
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/results/segmentation_target.json,json,11268
di_mino_301_audit,di-mino,experiments/di_mino_301_audit/data/libation_formula_exact/corpus.json,json,60591
admin_schema,observable,experiments/admin_schema/DECISION_LOG.md,md,7891
admin_schema,observable,experiments/admin_schema/STATUS.md,md,1820
admin_schema,observable,experiments/admin_schema/PROJECT_CHARTER.md,md,3981
admin_schema,observable,experiments/admin_schema/SOURCE_REGISTER.csv,csv,1147
admin_schema,observable,experiments/admin_schema/src/corpus/site_mapping.py,py,2429
admin_schema,observable,experiments/admin_schema/src/corpus/build_linear_a_compatible_graph.py,py,7936
admin_schema,observable,experiments/admin_schema/src/corpus/build_linear_b_graph.py,py,14044
admin_schema,observable,experiments/admin_schema/src/corpus/graph_common.py,py,3904
admin_schema,observable,experiments/admin_schema/src/corpus/formula_clustering.py,py,1250
admin_schema,observable,experiments/admin_schema/src/corpus/linear_a_structural_recovery.py,py,4059
admin_schema,observable,experiments/admin_schema/src/corpus/validate_admin_graph.py,py,3169
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/graph_common.cpython-311.pyc,pyc,6829
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/formula_clustering.cpython-311.pyc,pyc,2206
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/linear_a_structural_recovery.cpython-311.pyc,pyc,6810
admin_schema,observable,experiments/admin_schema/src/corpus/__pycache__/site_mapping.cpython-311.pyc,pyc,3464
admin_schema,observable,experiments/admin_schema/src/pilot/draw_pilot.py,py,5896
admin_schema,observable,experiments/admin_schema/src/pilot/compute_pilot_stats.py,py,7421
admin_schema,observable,experiments/admin_schema/src/human_pilot/draw_human_pilot.py,py,11583
admin_schema,observable,experiments/admin_schema/src/annotation/validate_human_submission.py,py,3535
admin_schema,observable,experiments/admin_schema/src/annotation/compare_human_annotations.py,py,1802
admin_schema,observable,experiments/admin_schema/src/annotation/build_adjudication_packet.py,py,1764
admin_schema,observable,experiments/admin_schema/reviews/stage5/label_transferability_draft.csv,csv,1652
admin_schema,observable,experiments/admin_schema/reviews/stage5/role_ontology_draft.schema.json,json,2528
admin_schema,observable,experiments/admin_schema/reviews/stage5/annotation_guidelines_draft.md,md,1837
admin_schema,observable,experiments/admin_schema/reviews/stage5/gold_tier_rules_draft.md,md,1212
admin_schema,observable,experiments/admin_schema/reviews/stage5/grouping_and_leakage_rules_draft.md,md,1801
admin_schema,observable,experiments/admin_schema/reviews/stage5/ONTOLOGY_REVIEW_PACKET.md,md,4829
admin_schema,observable,experiments/admin_schema/reviews/stage5/projected_class_counts_draft.csv,csv,1571
admin_schema,observable,experiments/admin_schema/reviews/stage5/annotation_qc_plan_draft.md,md,1872
admin_schema,observable,experiments/admin_schema/reviews/stage5/open_decisions.md,md,2965
admin_schema,observable,experiments/admin_schema/data/human_pilot/annotator_A_response_template.csv,csv,3360
admin_schema,observable,experiments/admin_schema/data/human_pilot/human_pilot_manifest.json,json,2216
admin_schema,observable,experiments/admin_schema/data/human_pilot/annotator_B_response_template.csv,csv,3360
admin_schema,observable,experiments/admin_schema/data/policy/open_decisions_resolved.md,md,2969
admin_schema,observable,experiments/admin_schema/data/policy/annotation_qc_thresholds.md,md,1876
admin_schema,observable,experiments/admin_schema/data/policy/projected_class_counts.csv,csv,1571
admin_schema,observable,experiments/admin_schema/data/policy/grouping_and_leakage_rules.md,md,1805
admin_schema,observable,experiments/admin_schema/data/policy/gold_tier_rules.md,md,1216
admin_schema,observable,experiments/admin_schema/data/policy/label_transferability.csv,csv,1652
admin_schema,observable,experiments/admin_schema/data/policy/annotation_guidelines.md,md,1841
admin_schema,observable,experiments/admin_schema/data/policy/feature_sets.csv,csv,1704
admin_schema,observable,experiments/admin_schema/data/schema/admin_document_graph.example.json,json,43503
admin_schema,observable,experiments/admin_schema/data/schema/role_ontology.schema.json,json,2508
admin_schema,observable,experiments/admin_schema/data/schema/admin_document_graph.schema.json,json,5491
admin_schema,observable,experiments/admin_schema/data/schema/feature_transferability.csv,csv,2331
admin_schema,observable,experiments/admin_schema/data/evaluation_only/lb_dephon_vocab.json,json,6238
admin_schema,observable,experiments/admin_schema/data/evaluation_only/la_dephon_vocab.json,json,8938
admin_schema,observable,experiments/admin_schema/data/evaluation_only/lb_source_transliteration.jsonl,jsonl,924544
admin_schema,observable,experiments/admin_schema/data/manifests/stage5_ontology_freeze.json,json,601
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_2_graph_freeze.json,json,2182
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_graph_freeze.sha256,sha256,106
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_graph_freeze.json,json,1136
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_1_graph_freeze.sha256,sha256,108
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_1_graph_freeze.json,json,1915
admin_schema,observable,experiments/admin_schema/data/manifests/stage4_2_graph_freeze.sha256,sha256,56
admin_schema,observable,experiments/admin_schema/data/manifests/human_pilot_sample.sha256,sha256,258
admin_schema,observable,experiments/admin_schema/data/manifests/stage5_ontology_freeze.sha256,sha256,26
admin_schema,observable,experiments/admin_schema/data/pilot/pilot_stats.json,json,1089
admin_schema,observable,experiments/admin_schema/data/pilot/pilot_exclusion_manifest.json,json,11476
admin_schema,observable,experiments/admin_schema/data/prior_art/prior_art_register.csv,csv,17424
admin_schema,observable,experiments/admin_schema/data/prior_art/search_receipts/receipts.md,md,13102
admin_schema,observable,experiments/admin_schema/data/reference/site_crosswalk.csv,csv,784
admin_schema,observable,experiments/admin_schema/data/reference/linear_a_structural_classes.csv,csv,1010
admin_schema,observable,experiments/admin_schema/data/reference/scribe_crosswalk.csv,csv,365
admin_schema,observable,experiments/admin_schema/data/model_visible/lb_reference.json,json,746268
admin_schema,observable,experiments/admin_schema/data/model_visible/lb_graph.jsonl,jsonl,41658678
admin_schema,observable,experiments/admin_schema/data/model_visible/la_graph.jsonl,jsonl,5845683
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_no_semantic_fields.py,py,2208
admin_schema,observable,experiments/admin_schema/tests/test_formula_cluster_blindness.py,py,1175
admin_schema,observable,experiments/admin_schema/tests/test_scribe_crosswalk.py,py,937
admin_schema,observable,experiments/admin_schema/tests/test_site_findspot_separation.py,py,1437
admin_schema,observable,experiments/admin_schema/tests/test_no_duplicate_occurrences.py,py,1519
admin_schema,observable,experiments/admin_schema/tests/test_formula_cluster_fold_safety.py,py,2178
admin_schema,observable,experiments/admin_schema/tests/test_human_annotation_pipeline.py,py,4155
admin_schema,observable,experiments/admin_schema/tests/test_feature_transferability.py,py,1461
admin_schema,observable,experiments/admin_schema/tests/test_linear_a_no_semantic_mapping.py,py,2038
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_schema.py,py,1027
admin_schema,observable,experiments/admin_schema/tests/test_linear_a_structural_channels.py,py,1496
admin_schema,observable,experiments/admin_schema/tests/test_document_graph_determinism.py,py,1355
admin_schema,observable,experiments/admin_schema/tests/test_site_mapping.py,py,1335
admin_schema,observable,experiments/admin_schema/tests/test_graph_cardinality_invariants.py,py,2013
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_ANNOTATION_INSTRUCTIONS.md,md,1786
admin_schema,observable,experiments/admin_schema/reports/LINEAR_B_SOURCE_AUDIT.md,md,3936
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_GATE_STATUS.md,md,861
admin_schema,observable,experiments/admin_schema/reports/NOVELTY_BOUNDARY.md,md,4988
admin_schema,observable,experiments/admin_schema/reports/LINEAR_A_STRUCTURAL_CHANNEL_AUDIT.md,md,1462
admin_schema,observable,experiments/admin_schema/reports/STAGE5_1_PILOT.md,md,3555
admin_schema,observable,experiments/admin_schema/reports/ROLE_ONTOLOGY.md,md,4582
admin_schema,observable,experiments/admin_schema/reports/LICENSE_AND_REPRODUCIBILITY.md,md,2349
admin_schema,observable,experiments/admin_schema/reports/DOCUMENT_REPRESENTATION_SPEC.md,md,4636
admin_schema,observable,experiments/admin_schema/reports/FEATURE_TRANSFERABILITY_MATRIX.md,md,2440
admin_schema,observable,experiments/admin_schema/reports/LINEAR_A_NOTATION_RESOLUTION.md,md,1798
admin_schema,observable,experiments/admin_schema/reports/SITE_AND_FINDSPOT_AUDIT.md,md,1374
admin_schema,observable,experiments/admin_schema/reports/PRIOR_ART_MATRIX.md,md,3334
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_INVITATION_EMAIL.md,md,1410
admin_schema,observable,experiments/admin_schema/reports/HUMAN_PILOT_SAMPLING_PLAN.md,md,1539
admin_schema,observable,experiments/admin_schema/reports/GRAPH_CARDINALITY_AUDIT.md,md,1358
admin_schema,observable,experiments/admin_schema/reports/LINEAR_A_FEATURE_COMPATIBILITY.md,md,4102
admin_schema,observable,experiments/admin_schema/reports/HUMAN_EXPERT_RECRUITMENT_BRIEF.md,md,1317
admin_schema,observable,experiments/admin_schema/reports/AUTO_ANNOTATION_PILOT_CLOSURE.md,md,1037
admin_schema,observable,experiments/admin_schema/reports/FORMULA_CLUSTER_AUDIT.md,md,1151
admin_schema,observable,experiments/admin_schema/reports/SCRIBAL_METADATA_AUDIT.md,md,1185
admin_schema,observable,experiments/admin_schema/reports/STAGE4_1_CORRECTION_SUMMARY.md,md,2894
no_human_structure,observable,experiments/no_human_structure/DECISION_LOG.md,md,3180
no_human_structure,observable,experiments/no_human_structure/PROJECT_CHARTER.md,md,3881
no_human_structure,observable,experiments/no_human_structure/STATUS.md,md,1657
no_human_structure,observable,experiments/no_human_structure/SOURCE_REGISTER.csv,csv,1262
no_human_structure,observable,experiments/no_human_structure/src/source_labels/build_source_labels.py,py,6570
no_human_structure,observable,experiments/no_human_structure/src/source_labels/power_gate.py,py,5288
no_human_structure,observable,experiments/no_human_structure/src/source_labels/lb_indexes.py,py,4058
no_human_structure,observable,experiments/no_human_structure/src/weak_supervision/run_weak_supervision.py,py,5197
no_human_structure,observable,experiments/no_human_structure/src/weak_supervision/labeling_functions.py,py,5962
no_human_structure,observable,experiments/no_human_structure/reports/SOURCE_LABEL_DEPENDENCY_AUDIT.md,md,3334
no_human_structure,observable,experiments/no_human_structure/reports/SOURCE_DERIVED_LABEL_AUDIT.md,md,1762
no_human_structure,observable,experiments/no_human_structure/reports/PRE_STAGE5_POWER_GATE.md,md,2071
no_human_structure,observable,experiments/no_human_structure/reports/WEAK_SUPERVISION_SPEC.md,md,1651
no_human_structure,observable,experiments/no_human_structure/reports/HUMAN_EXPERT_PATH_CLOSURE.md,md,1008
no_human_structure,observable,experiments/no_human_structure/reports/LABEL_FUNCTION_AUDIT.md,md,1269
no_human_structure,observable,experiments/no_human_structure/reports/ROUTE_CLOSURE_AND_PIVOT.md,md,1562
no_human_structure,observable,experiments/no_human_structure/configs/weak_supervision_freeze.json,json,905
no_human_structure,observable,experiments/no_human_structure/data/source_labels/weak_supervision_metrics.json,json,1888
no_human_structure,observable,experiments/no_human_structure/data/source_labels/source_dependency_graph.json,json,2816
no_human_structure,observable,experiments/no_human_structure/data/source_labels/power_gate.json,json,1346
no_human_structure,observable,experiments/no_human_structure/data/source_labels/source_labels_summary.json,json,1367
no_human_structure,observable,experiments/no_human_structure/data/manifests/linear_b_source_labels.sha256,sha256,40
no_human_structure,observable,experiments/no_human_structure/tests/test_source_labels_categories.py,py,1523
no_human_structure,observable,experiments/no_human_structure/tests/test_label_functions.py,py,1321
observable_channels,observable,experiments/observable_channels/PROJECT_CHARTER.md,md,3783
observable_channels,observable,experiments/observable_channels/DECISION_LOG.md,md,2817
observable_channels,observable,experiments/observable_channels/STATUS.md,md,1611
observable_channels,observable,experiments/observable_channels/src/accounting_closure.py,py,5245
observable_channels,observable,experiments/observable_channels/src/cross_site_invariance.py,py,4692
