method_id,canonical_name,primary_metric_value,power,verdict,classification_hint
LC-02-AB-SIGN-EQUIVALENCE-MAP,A<->B sign-equivalence map freeze (77 tier-A homomorphs),77 tier-A homomorphs; LEVEL_3 phonetic values firewalled to §IX ablation,NOT_APPLICABLE,77 tier-A AB homomorphs (LEVEL_1 shared GORILA id; 63 high-attestation >=10 toke,VERIFIED_FROM_ARTIFACT
LC-03-KNOWN-PAIR-AUDIT,Known-pair source-critical audit (the five continuities),all five la_candidate_selected_without_lb_reading=false; post-hoc HIGH,NOT_APPLICABLE (development material),"4 DEVELOPMENT_BENCHMARK, 1 CONFIRMATORY_INELIGIBLE (di-ki-ta absent in silver), ",VERIFIED_FROM_ARTIFACT
LC-04-LA-CANDIDATE-PACKET-FREEZE,Internal-only LA candidate packet freeze (packet A),11 PRIMARY / 33 SENSITIVITY / 21 NEG / 1 QUARANTINED; 0/5 known in PRIMARY/SENSITIVITY,the tiny 11-candidate set is a central NO_POWER input,"PRIMARY 11 (tier-B TOPONYM_LIKE), SENSITIVITY_1 33, NEGATIVE_CONTROL 21, QUARANT",VERIFIED_FROM_ARTIFACT
LC-05-LB-TARGET-MANIFEST-FREEZE,Independent LB toponym target manifest freeze (packet B),"33 targets, all DĀMOS-attested; per-target confidence 0.45-0.95",16 EVALUATION targets x 11 candidates = small evaluation gri,"33 targets: 5 DEVELOPMENT (known-pair LB forms), 16 EVALUATION (independent KN t",VERIFIED_FROM_ARTIFACT
LC-06-CONTINUITY-MATCHING-MODEL,"Administrative toponym-continuity matching model A1-A5 (exact identity, no free ",0 matches at every layer A1-A5 (both PRIMARY and B+C),full for exact continuity (min detectable = 1 pair); zero fo,PRIMARY_B(11) x EVALUATION(16) = 0 matched pairs at every layer A1-A5; PRIMARY_P,REPORT_ONLY
LC-07-CONTINUITY-POSITIVE-CONTROLS,Continuity positive controls PC1-PC4 (sensitivity),"PC1 100%/0FP; PC2 A1/A2=0, A3 recovers; PC3 11/11, 0 cross-FP",confirms exact-continuity sensitivity is 100%,"PC1 exact implant 100% recovery / 0 incidental FP (K=1,3,6); PC2 degraded (1 fla",REPORT_ONLY
LC-08-CONTINUITY-END-TO-END-NULLS,"Continuity end-to-end null families (10 families, N=4000)","FP(>=1): family2 0.0125, families 1/3/8 0.006-0.007, combined 0.0321; real-data nulls (6,7,9) exactly 0",specificity good; sensitivity to drift is LC-10,"Channel is specific: freq-matched FP 1.25%, others 0.6-0.7%, real-data controls ",REPORT_ONLY
LC-09-CONTINUITY-HELDOUT,Held-out generalization + known-pair LOO diagnostic (§VI),0 held-out matches; 2/5 known-pair exact-representable,sensitivity ceiling = exact-only (quantified in LC-10),Held-out PRIMARY(11)xEVALUATION(16)=0 at every layer; known-pair LOO: 2/5 exact-,REPORT_ONLY
LC-10-CONTINUITY-POWER-ENVELOPE,Continuity power envelope (exact vs drift) (§VII),exact min-detectable 1; drift undetectable; P(NO_POWER)~0.60,"step function: FULL exact, ZERO drift",Full power for EXACT continuity (min detectable = 1 pair; recovery 1.0); ZERO po,REPORT_ONLY
LC-11-CONTINUITY-CIRCULARITY-AUDIT,Continuity circularity audit (§IX),CIRCULARITY_LOW (no threshold exists; match=exact identity),NOT_APPLICABLE,"CIRCULARITY_LOW: all load-bearing components LOW (candidate blind, target indepe",REPORT_ONLY
LC-12-CHANNEL-COMPARISON,Risk-adjusted channel comparison (LA<->LB vs Egyptian),LA<->LB FP 0.0125 (3.2% best-of) vs Egyptian 0.22-0.30; LA<->LB drift recovery 0.0 vs Egyptian ~0.35-0.45,LA<->LB power ~0 for general continuity; preferable only for,LA<->LB far more specific (FP 1.25% vs Egyptian 22-30%) and far lower circularit,REPORT_ONLY
LC-13-ADMIN-CHANNEL-CLOSURE,Administrative channel final verdict + closure (split verdict),"H_exact NULL_PUBLISHED (0 pairs), H_drift NO_POWER; P(NO_POWER)~0.60","exact full, drift zero","status=COMPLETE, channel_readiness=NO_POWER, circularity=LOW. Split: H_exact=NUL",VERIFIED_FROM_ARTIFACT
LR-01-LA-RITUAL-CANDIDATE-INVENTORY,"LA ritual candidate inventory (packet A, internal-only)",9 PRIMARY (7 cross-site) / 231 SENSITIVITY / 20 NEG / 3 quarantined,the tiny independent count is the central input to the NO_PO,"PRIMARY_RITUAL 9 (7 cross-site, 2 single-site), SENSITIVITY 231 (tier-C hapaxes/",VERIFIED_FROM_ARTIFACT
LR-02-LB-RITUAL-TARGET-INVENTORY,"LB ritual/religious target inventory (packet B, LB-only)",15 EVALUATION / 4 DEVELOPMENT / 4 quarantined / 6 NEG (29 total),15 targets is adequate count but no in-domain exemplar,"29 targets: 15 EVALUATION religious, 4 DEVELOPMENT, 4 KNOWN quarantined, 6 NEGAT",VERIFIED_FROM_ARTIFACT
LR-03-KNOWN-RITUAL-PAIR-LEDGER,Known ritual-pair quarantine ledger (§VII),"2/5 exact, 3/5 need 2 edits",removes the only exact drift exemplars from the evaluable se,"5 pairs (incl PA-I-TO admin comparison): SE-TO-I-JA 0 edits, PA-I-TO 0 edits, TU",VERIFIED_FROM_ARTIFACT
LR-04-INDEPENDENT-DRIFT-FEASIBILITY,Independent drift-model feasibility audit (D0-D4; D3 admissibility),"D3_admissible=false; blocking criteria = 3 (independent estimation, cross-validation, target absence); feasible families D0/D1/D2",admissible models span 0 genuine drift -> drift-inclusive ph,"D3 (independent constrained edit, >=2 subs) NOT admissible: transformations_esti",VERIFIED_FROM_ARTIFACT
LR-05-RITUAL-LEAKAGE-FIREWALL,Ritual leakage firewall proven before any matching interface (§XI),7/7 tests pass,NOT_APPLICABLE,"7/7 (report lists 8 guarantees) pass: LA builder cannot read LB, LB cannot read ",VERIFIED_FROM_ARTIFACT
LR-06-RITUAL-POSITIVE-CONTROLS,Ritual feasibility positive controls PC-R1..R4 (synthetic/within-script),"PC-R1 100% exact recovery; PC-R3 15/15 recovery, 0 cross-FP; PC-R4 2 exact / 3 drift",confirms exact-continuity recoverable in principle; drift no,PC-R1 exact synthetic implant recovered 1/1..5/5; PC-R2 degraded recovered only ,VERIFIED_FROM_ARTIFACT
LR-07-RITUAL-NULLS-POWER-SIM,"Ritual null families + power simulation (12 families, permissive-drift FP)",permissive FP 0.9962 / 13.076 mean; exact FP 0.008; combined best-of-search 0.9963; post-hoc-bounded 0.016,exact FULL (min 1); drift undetectable (no admissible model),"Exact: FP 0.8% (1.6% post-hoc-bounded), full power min-detectable 1. Permissive-",VERIFIED_FROM_ARTIFACT
LR-08-RITUAL-FINAL-FEASIBILITY-VERDICT,Final ritual feasibility verdict (§XII),ritual_channel_readiness=NO_POWER; P(NO_POWER) realistic 0.6; in_domain_known_exemplar_exists=false,"exact full, drift none","status=COMPLETE, ritual_channel_readiness=NO_POWER. Triggers: (1) drift model no",VERIFIED_FROM_ARTIFACT
FND-01,WP1 formal identifiability & symmetry theorem (relabeling-invariance scope audit,"symmetry-group order reduction 92! -> 5!*87! (~1e9 x smaller) [REPORT_ONLY, illustrative]",N/A,PRIOR_THEOREM_OVERSTATED,VERIFIED_FROM_ARTIFACT
FND-02,WP1 word-initial-rate position statistic — C/V symmetry-break counterexample,"LB vowel-vs-consonant AUC = 0.744, permutation p = 0.035 [VERIFIED_FROM_ARTIFACT data/wp1_symmetry_break.json]; LA top initial-rate signs A(0.43)/I(0.20)/U(0.18) [VERIFIED]",single feature; strengthened by multi-feature WP3.1,PRIOR_THEOREM_OVERSTATED (empirical leg),VERIFIED_FROM_ARTIFACT
FND-03,WP1 symmetry-breaking atlas (13-channel enumeration),13 channels; >=5 independent INTERNAL relative channels identified [VERIFIED_FROM_ARTIFACT data/symmetry_breaking_atlas.json],N/A,atlas built (NOT a verdict-bearing test),VERIFIED_FROM_ARTIFACT
FND-04,"WP3.1 multi-feature C/V classifier (logistic, LB 7-fold CV) + frequency ablation",LB 7-fold CV AUC = 0.835 (perm p=0.01); log_freq-only AUC = 0.838; position-only AUC = 0.67; minus-log_freq = 0.783 [ALL VERIFIED_FROM_ARTIFACT data/wp3_cv_recovery.json],"adequate on LB; LA probabilities all <0.05 (domain shift, no",CV_PARTITION_RECOVERED (LB),VERIFIED_FROM_ARTIFACT
FND-05,WP3.1b unsupervised LA-internal C/V clustering (k-means/GMM),"LB k-means ARI=0.0034 (perm p=0.4571), GMM ARI=0.0062 — at chance; vowel purity ~0.09 [VERIFIED_FROM_ARTIFACT data/wp3_cv_cluster.json]",dominant variance axis (frequency) is orthogonal to the 5-vs,NULL,VERIFIED_FROM_ARTIFACT
FND-06,"WP3.2 scribal-substitution similarity graph (n-gram context, degree-preserving n","LB same-feature recovery 1.39x null, z=7.07, hub-norm weight->feature AUC=0.714 (raw-weight 0.552); base_rate 0.2477; LA max edge weight=105 vs LB 303 [VERIFIED_FROM_ARTIFACT data/wp3_2_scribal_substi",LA max weight 105 below the ~120 clean regime,SIGNAL_VALIDATED (LB); LA candidate-underpowered,VERIFIED_FROM_ARTIFACT
FND-07,WP3.2b substitution power curve (LB subsample ladder),"max-weight vs size: 3000w->112, 5000w->150, 8000w->212, 13562w->303; LA(539 seq)=105; clean regime (>=120) at ~5000 LB words; LA-equivalent ~3000 => corpus_multiple_needed=1.7 [VERIFIED_FROM_ARTIFACT ",explicitly a power characterization,QUANTIFIED,VERIFIED_FROM_ARTIFACT
FND-08,WP3.3 orthographic-alternation detector,"LB sameV enrichment 1.15x (p=0.0033), sameC 1.452x (p=0.0033); LA only 1 pair support>=3 => NO_POWER [VERIFIED_FROM_ARTIFACT data/wp3_3_orthographic_alternations.json]",LA unsegmented -> no support,validated (LB) / NO_POWER (LA),VERIFIED_FROM_ARTIFACT
FND-09,WP3.4 morphology C/V-typing detector (bits/word gain),LB G_morph = +0.7309 bits/word (bigram 20.5374 vs untyped 19.8065); LA gain = whole-wordform-recurrence artifact (no productive paradigms) => NULL [VERIFIED_FROM_ARTIFACT data/wp3_4_morphology_cv.json,LA lacks paradigm depth,NULL (LA),VERIFIED_FROM_ARTIFACT
FND-10,"WP2 segmentation lever (packed vs GORILA word units, C/V vowel recovery)","LA vowel-vs-rest AUC 0.685 (packed) -> 0.760 (word-segmented), toward LB ceiling 0.835 [VERIFIED_FROM_ARTIFACT data/wp2_segmentation_lever.json]",shows part of the 'underpowered' obstacle is a text-unit art,SEGMENTATION_LEVER_HELPS,VERIFIED_FROM_ARTIFACT
FND-11,WP4 diachronic & cross-script sign-evolution (shape / distributional / chronolog,"distributional R@1=0.000, R@5=0.071 vs null 0.066 (perm-p 0.50-0.60), median true-partner rank 48/89; shape stable-11 recall 11/11, precision 0.44, Fisher one-sided p=1.59e-5 but CONFOUNDED [VERIFIED_",distributional at chance floor,NULL (4th distributional null); shared-AB hypothesis REFUTED non-circularly,VERIFIED_FROM_ARTIFACT
FND-12,WP5(a) external-anchor inventory (3-channel provenance census),"115 records / 62 signs; 47 lexical / 57 homomorphy / 11 Cypriot; 26 nominal multi-channel-independent but only 2 held-out (I,RI); 3 one-toponym-deep pins; 31 structural-only [VERIFIED_FROM_ARTIFACT da","anchors are not the bottleneck (A,I,U exist as seeds)",INVENTORY_BUILT,REPORT_ONLY
FND-13,WP5(b) reduced-seed C/V bootstrap (semi-supervised label spreading),"unsupervised floor AUC 0.568 -> 3-4 correct seeds 0.78 (kv=3) -> 0.82/0.87 (kv=4 pos/pos+sub) ~ supervised ceiling 0.835; frequency-seeding fails (peaks 0.726, p=0.13-0.25, top-freq are consonants TO/",LA affinity graph too weak to propagate seeds,SIGNAL_VALIDATED (LB) / NULL (LA),VERIFIED_FROM_ARTIFACT
FND-14,WP5.2 seed-propagation power curve (LB size ladder),"AUC crosses 0.70 at ~2620 wf (bracket 2000-3500); monotone 0.647->0.752 over 539->13562; LA(539) ~chance => needs ~4.9x corpus (bracket 3.7-6.5x, lower bound) [REPORT_ONLY headline; data curve shows s",the WP5 LA null is corpus-starvation not a broken detector,QUANTIFIED,REPORT_ONLY
FND-15,"Synthetic recovery lab (planted CV-syllabary, 5 regimes)","(1) LB-scale positive: position AUC 0.778, substitution fires 100% (z=3.72), WP5 0.677; (2) LA-scale packed same-language: position AUC 0.536 (CI straddles chance), substitution 0%, WP5 0.548 = NO_POW","the core deliverable: LA nulls are corpus-power-limited, not",QUANTIFIED (5/5),VERIFIED_FROM_ARTIFACT
FND-16,WP6 agnostic reduced-K-class value search + multi-family end-to-end null,"real gain +0.01339 nats/tok; beats S order-shuffle (z=+8.46, mean -0.0369) BUT W wrong-language LB scores higher (FWER_W=1.0, z=-2.091) and R random-prior sits at real (FWER_R~0.5); pooled decisive FW","detects generic linguistic order, not a value map (necessary",AT_END_TO_END_NULL,VERIFIED_FROM_ARTIFACT
FND-17,WP7 word-segmented substitution channel (segmentation trade-off),LA max context-weight 105 (packed) -> 47 (word); strong edges 328->154; C/V-boundary enrichment z 2.59 -> -0.50 (null); opaque-LB gate fires z=8.46 [VERIFIED_FROM_ARTIFACT data/wp7_word_substitution_c,short GORILA words starve the context-hungry substitution ch,AT_END_TO_END_NULL for the word-segmented substitution channel (opaque-LB gate s,VERIFIED_FROM_ARTIFACT
FND-18,WP8 word-segmented reduced-seed C/V bootstrap,"seeding {A,I} propagates to 6->9 vowel-like signs; word units recover U (2nd); true vowel O mis-ranked bottom (coverage not accuracy); LB min 3 correct vowel seeds -> AUC>=0.75 [VERIFIED_FROM_ARTIFACT",coverage improves but LA accuracy uncertain,opaque-LB gate unchanged (>=3 correct vowel seeds -> AUC>=0.75); LA gain = cover,VERIFIED_FROM_ARTIFACT
FND-19,Candidate-language round 1 (West Semitic / Pre-Greek-Anatolian / agnostic contro,SEM match rate 0.04214 (Holm decisive p=0.03) but CONTROL match 0.01542 also clears raw bar (Holm 0.03) => artifact; ANA 0.00411 (Holm 0.1592); no family clears_calibrated; only KU-RO survives [VERIFI,adequate to detect the artifact,AT_END_TO_END_NULL,VERIFIED_FROM_ARTIFACT
FND-20,Candidate-language round 2 (Hurrian / Luwian / control),"Hurrian match 0.03083 (Holm 1.0), Luwian 0.00206 (Holm 0.2835; only hit TA-TI), control 0.00617 (Holm 1.0); none clears [VERIFIED_FROM_ARTIFACT data/candidate_round2_results.json]",adequate,AT_END_TO_END_NULL,VERIFIED_FROM_ARTIFACT
FND-21,Candidate-language round 3 (Etruscan / Aegean-isolate substrate / control),"Etruscan match 0.03289 (Holm 0.5374), control match 0.05447 (Holm 0.5223) EXCEEDS Etruscan; Aegean-isolate 0.0 held-out matches (Holm 1.0); none clears [VERIFIED_FROM_ARTIFACT data/candidate_round3_re",the clean mechanism isolation: control bare rate 0.054 > Etr,AT_END_TO_END_NULL,VERIFIED_FROM_ARTIFACT
FND-22,Sealed-prediction programme (5 hashed held-out challenge manifests),"5 manifests, all status NO_CANDIDATE_TO_SEAL; SEAL_5 = Anetaki II (KN Zg 57/58) as_of 2026-07-07 [VERIFIED_FROM_ARTIFACT]",preserves the split for any future candidate,NO_CANDIDATE_TO_SEAL,VERIFIED_FROM_ARTIFACT
FND-23,Source-lineage audit / value-lineage-independence register (63 sources),"63 sources audited (25 verified on disk, 6 UNAVAILABLE-with-what-they'd-add); 48 independent of GORILA/Ventris value lineage [VERIFIED_FROM_ARTIFACT data/wp7_source_register.json + SOURCE_REGISTER.csv",N/A,INVENTORY_BUILT (63 sources; quota met),VERIFIED_FROM_ARTIFACT
PC-01-scaffold,Comparison-layer scaffold: predict/verdict/family_scores + graduation gate (§E),"0 verdicts ever graduated (verdicts total=0, GRADUATE=0) -> gate changes move no published number [VERIFIED_FROM_ARTIFACT: second-pass grep proof]",n/a,n/a (it IS the verdict engine); grep-verified sole writer of verdicts table; 13/,REPORT_ONLY
PC-02-decontamination-framework,Decontamination framework: S_phono / S_morph / N_eff instrumentation / L_known-L,S_morph FP 3.0% / power 100% [VERIFIED_FROM_ARTIFACT],100% on genuine recurring-affix corpus,226->365 tests pass; S_morph productivity gate FP=3.0% (6/200) on shuffled corpo,REPORT_ONLY
PC-03-inventory-ontology,Cleaned GORILA/SigLA sign ontology by inheritance (259 tokens -> 166 canonical i,"conservative V=92, N=5171, H_rate 4.467, D 2.057, U(P=30)=219; U<<N on every stream [VERIFIED_FROM_ARTIFACT]",n/a,35/35 tests (+4 xfail); class counts + cleaned floor reproduced [VERIFIED_FROM_A,REPORT_ONLY
PC-04-information-floor,Shannon unicity-distance information floor (WITHDRAWN as identifiability claim),U~=204-415 << N=5792 [VERIFIED_FROM_ARTIFACT] but claim WITHDRAWN,n/a,WITHDRAWN by two independent red-teams; retained only as toy-model precondition ,REPORT_ONLY
PC-05-morphology-pooled,Direction A pooled unsupervised morphology / affix induction vs L_fake bigram fl,"real 0.250, shuffle 0.000, L_fake 0.375, 4/16 affixes beat perm+deflated bar; i-*301 z~8.0 p~1e-14 [VERIFIED_FROM_ARTIFACT runtime/morphology-real.json]","underpowered by short words (the mechanism, confirmed by PC-",has_morphology_power=False (real 0.250 beats shuffle 0.000 but NOT L_fake bigram,REPORT_ONLY
PC-06-segmentation-published,Word-boundary segmentation positive: DP-unigram (Goldwater) micro-F1 vs random-b,"0.4361 vs 0.3888; gap CI [0.021,0.099]; P(gap>0)=0.998 [VERIFIED_FROM_ARTIFACT]",adequate; positive stands,"micro-F1 0.4361 vs random 0.3888; site-clustered bootstrap gap 95% CI [0.021,0.0",REPORT_ONLY
PC-07-linb-morphology-control,Linear B (Mycenaean Greek) morphology positive control for the bigram-floor test,"0.5625 real (9/16), L_fake 0.3125, shuffle 0.0 [VERIFIED_FROM_ARTIFACT]",fires; power tracks word length (mean 3.23 vs LA 1.84),has_morphology_power=True: real 0.5625 > shuffle 0.0 and > L_fake 0.3125 [VERIFI,REPORT_ONLY
PC-08-morphology-stratified,"Direction-A STRATIFIED morphology re-run (per-genre stratum, cross-stratum stabi",NULL at alpha=0.01 both bucketings; i-/-te/-ti (Duhoux/Valerio H3) validate ONLY in doubly-relaxed corner (alpha=0.05 + loose bucketing) [VERIFIED_FROM_ARTIFACT],thin strata; even i-*301 bigram-reproducible in libation reg,"has_validated_morphology=False at pre-registered alpha=0.01, robust to genre buc",REPORT_ONLY
PC-09-metrology,Direction D metrology: constraint-optimization / RANSAC fraction-value solver on,"integer balance 7/28 (25%); only J=1/2 determinable (forced by HT104 2*1/2==1), AGREES with Bennett 1950; held-out 0.0 vs 0.113 p=1.0 [VERIFIED_FROM_ARTIFACT]",parse-coverage limited (7 constraints); Corazza p.2: values ,"held-out fraction balance 0.0 vs permutation-null mean 0.113 (max 0.143), p=1.0,",REPORT_ONLY
PC-10-ab-alignment-null,Track B A<->B distributional/sequence alignment: held-out shared-sign phonetic-v,"procrustes 0.020 [0,0.091]; LOO 0/55; DAMOS CCA 0.025 vs 0.011 [VERIFIED_FROM_ARTIFACT]",positive control 0.947-0.989 confirms harness works; null is,clearly_above_chance=False; best (CCA/procrustes) ~0.020-0.025 vs chance 0.011-0,REPORT_ONLY
PC-11-distributional-phonology-pilot,Distributional-phonology pilot (Track-2): does a sign's context predict its C/V ,C 0.080/0.065 p 0.40->0.64; V 0.140/0.201 p 0.86->0.98; power-curve min strength 2.0 [VERIFIED_FROM_ARTIFACT],detects planted s>=2; cannot distinguish 'no bridge' from 't,bridge_detected=False (DATA-LIMITED); consonant 0.080 vs null 0.065 Sidak p 0.64,REPORT_ONLY
PC-12-palaeo-image,Sign-image palaeography: cross-script A<->B IMAGE alignment (classical HOG+Hu+sh,"classical cross-script 0.410/0.185; allograph 0.385 p=0.028; damaged recall@1 0.635; I-JEPA weaker (0.322/0.324, allograph 0.308, damaged 0.577) [VERIFIED_FROM_ARTIFACT]",recovers far above chance and above seq null,"classical direct-NN 0.410 / Procrustes 0.185 (~30x chance, ~9x seq null) but rel",REPORT_ONLY
PC-13-lfake-canary,L_fake fabricated-language canary: false-positive floor self-validation (Ugariti,eps0.25: real 0.759 vs p95 0.384 vs corrected bar 0.389; root_template_TV 0.33; residual_real_collision 0.0 [VERIFIED_FROM_ARTIFACT],clears at every eps,CANARY_HOLDS at every eps: real S_lex clears corrected-margin bar (0.759>0.389 a,REPORT_ONLY
PC-14-litindex-population,litindex populated with 6 verified West-Semitic proposals (2 rejected),"6 accepted (SU-PU=sp, KA-RO-PA=krpn, SU-PA-RA=spl, KU-RO=kull, JA-NE=yn, A-SA-SA-RA-ME=asherah) / 2 rejected [VERIFIED_FROM_ARTIFACT]",n/a,"index 57->63 claims; 6 written, 2 rejected (qa-pa, Semitic ki-ro) [VERIFIED_FROM",REPORT_ONLY
PC-15-llm-ablation-c4,C.4 LLM-ablation on qwen2.5:72b: contamination delta (raw divergence + cross-met,n_a mean 28.3 (8-46); n_b mean 9.9; jaccard 0.165; sign overlap 0.231; rate 1.000 (artifact) [VERIFIED_FROM_ARTIFACT],harness runs cleanly on frontier model; contamination not ye,contamination_rate=1.000 in all 32 defined seeds is an ARTIFACT (a_lit_hits==del,REPORT_ONLY
PC-16-llm-ablation-gate2,C.4 gate-2 cognate-level per-word regurgitation table (qwen2.5:72b),"JA-NE=yn/wine 14/40, KU-RO=kull 8/40 (Semitic-only portion, KU-RO=total excluded as general knowledge), A-SA-SA-RA-ME=Asherah 2/40; obscure equations 0/40 [VERIFIED_FROM_ARTIFACT]",distinctive regurgitation signal = KU-RO/JA-NE the baseline ,"cognate_contamination_rate CONFOUNDED (rate_confounded=True, mean 0.646) NOT rep",REPORT_ONLY
PC-17-lvirgin-lnotindexed,L_virgin / L_not_indexed generalization test on qwen2.5:72b (abstention asymmetr,known excess +0.588 vs virgin -0.013(~random); assigns value to known ~20/40 seeds vs virgin ~1/40 (declines ~97%) [VERIFIED_FROM_ARTIFACT],no power for rigorous consistency comparison (design limitat,"headline excess-gap 0.601 p=0.0005 is COVERAGE-CONFOUNDED (no_power=True, 0/11 v",REPORT_ONLY
PC-18-gate-null-calibration,Graduation-gate null calibration: realized false-graduation rate under multiplic,"3 GRADUATE, 10 NULL_PUBLISHED, 487 REJECT of 500; rate 0.6% [VERIFIED_FROM_ARTIFACT]",companion LB morphology control (PC-07) fires -> not an over,false_graduations 3/500 = 0.6%; Clopper-Pearson one-sided 95% upper 0.01543 [VER,REPORT_ONLY
PC-19-tamburini-reproduction,Tamburini 2025 CSA_OptMatcher reproduction (non-neural cognate-ID baseline),Luv-Hit 0.475 (28/59) exact; Ph-Ug 0.829 (87/105) vs pub 0.805; Ugaritic 0.0% (0/2214) @ step 25 [VERIFIED_FROM_ARTIFACT],converged benchmarks land on published values,wrapper VALIDATED: Luvian-Hittite 0.475==0.475 exact; Phoenician-Ugaritic 0.829 ,REPORT_ONLY
PC-20-ugaritic-hebrew-heuristic,Ugaritic->Hebrew known-answer recovery (simplified Hungarian EM heuristic baseli,0.0055 vs 0.0004; mean_edit_distance 1.47 [VERIFIED_FROM_ARTIFACT],"above chance (finds signal), well below SOTA","cognate_accuracy 0.0055 (12/2182) vs chance 0.0004 (~14x, real signal) but far b",REPORT_ONLY
PC-21-csa-h100-build,CSA batched-parallel CUDA cognate-matcher build + validation (H100),"6 measured CPU points (curve_lowerbounds.json, later .INVALID); linb 919 ~27s/step, ~1% GPU util [REPORT_ONLY]",n/a,matcher built + validated bit-identical to serial (best_energy 60.169151==60.169,REPORT_ONLY
PC-22-csa-sufficiency-curve,CSA pseudo-decipherment learning-curve sufficiency sweep (deposited curve; Exit-,"linb-greek DEPOSITED 0.044+-0.023 n=276 (CLAMP from size 276, not 650); cypriot 0.066 n=346 (clamp); raw size-276 [0.0471,0.0797,0.0181,0.0326] mean 0.04438 [VERIFIED_FROM_ARTIFACT]; 600/650/689 cells",under-convergence keeps at-floor branch non-definitive,"deposited LA-scale value is an _interp ENDPOINT CLAMP from size 276/346, NOT a 6",REPORT_ONLY
PC-23-referee-simulation,Hostile-referee simulation of the preprint (revision roadmap),issue #2 (LB morphology positive control) attempted -> PC-07; #1 canary-on-Gordon deferred,n/a,"verdict: major revisions; 8 issues (2 runnable blockers, 2 operator blockers, 4 ",REPORT_ONLY
PC-24-review-code-fixes,Pre-submission code-integrity fixes (P0-P5 + second-pass) verify-before-fixing +,morphology 4/0.250/0.375/False reproduced exactly; palaeo 0.410/0.185 reproduced; family win=GRADUATE fix; DSR removed from family gate [VERIFIED_FROM_ARTIFACT],n/a,"365 passed, 4 xfailed; every deterministic probe reproduced exactly; P0 gate bug",REPORT_ONLY
PC-25-paper-audit-priorart,Paper audit: Tamburini 2025 as major prior art; novelty re-assessment,Tamburini beats decontaminated NeuroCipher 6/7 (U-H 95.5 vs 90.4; LB-Greek 89.4 vs 75.8; Luv-Hit 47.5 vs 18.2) [REPORT_ONLY from PDF],n/a,faithful-B-K&K rebuild MOOT (Tamburini published it); logos-novel = L_fake + L_v,REPORT_ONLY
PC-26-redteam-synthesis,Expert red-team synthesis: withdrawn overclaims + corrected roadmap,full decipherment <1-3%; Etruscan-grade ceiling; product 65-80% credible [REPORT_ONLY],n/a,"7 claims WITHDRAWN (unicity identifiability, faithful-B-K&K, LA chance-null ill-",REPORT_ONLY
PC-30-crossscript-gate-phase0,Cross-script LA<->LB value-recovery gate Phase 0 + 0.5 (power precheck -> GO),P0.5 curve_b power 0.80/0.92 at s=1/3; GO band met; detection at s<=1 carried by toponym channel (~1.8 pins) [VERIFIED_FROM_ARTIFACT],GO conditional on toponym-identification reliability=1 (disc,"Phase 0 MARGINAL (power 0.26 at s<=3, GO needs 0.80) -> escalated; Phase 0.5 GO ",REPORT_ONLY
PC-31-crossscript-gate-phase1,Cross-script gate Phase 1 one-shot: preregistered/DOI-timestamped held-out value,full 0.100 (2/20) p_raw 0.0305; LOTO -se-to-i-ja 0.05 p 0.2044; -su-ki-ri-ta 0.05 p 0.2084; distributional channel 0 hits [VERIFIED_FROM_ARTIFACT],certified GO (bridging re-cert 0.82-0.98) but real distribut,REFUTE_LOTO_FRAGILE: full clears (p=0.0305) but LOTO -se-to-i-ja/-su-ki-ri-ta dr,REPORT_ONLY
PC-32-crossscript-gate-phase2,"Cross-script gate Phase 2 second one-shot: 8 vetted anchors, corrected two-attem","full 0.100 p_raw 0.0255; hits SU (ku-ni-su), TO (pa-i-to) both one-anchor-deep; distributional channel again 0 hits (4th confirmation) [VERIFIED_FROM_ARTIFACT]",certified LOTO-survival 0.82 @ s=3 but corpus delivered s~0 ,REFUTE: full p_raw 0.0255 misses corrected bar 0.02532 by 0.0002; both pin-carry,REPORT_ONLY
PC-33-crossscript-gate-phase3,Cross-script gate Phase 3 + corpus-completeness sweep (Anetaki / newly-published,294 checklist rows; 8 ingestible / 26 pending / 220 gap-class [VERIFIED_FROM_ARTIFACT diff_summary.json],n/a,GAP verdict PENDING-FULL-EDITION; VERDICT UNMOVED (procurement spec upgraded to ,REPORT_ONLY
PC-34-segmentation-extension,Segmentation extension: PYP-Gibbs + tiny neural BiLSTM + tuned Morfessor vs the ,"PYP gap 0.162 CI [0.098,0.189] P=1.0; BiLSTM gap 0.237 CI [0.188,0.322] P=1.0; morfessor_tuned gap -0.206 CI[-0.291,-0.075]; PYP R-hat ~1.10-1.25 [VERIFIED_FROM_ARTIFACT]",adequate (all richer classes clear except morfessor),"gates PASSED (DP 0.4361/random 0.3888 EXACT; bootstrap CI [0.0204,0.0991]); PYP ",REPORT_ONLY
PC-35-representation-audit,Representation audit: transcription-treatment sensitivity of the paper's corpus ,"conservative->exploratory: mean-signs 0%, distinct-words -1.4%, V -6.1%; excl_unident extreme (V -55%, distinct-words -9.6%) [VERIFIED_FROM_ARTIFACT]",n/a,sensitivity LOW/LOCALIZED: under plausible ambiguity (allograph merge) no statis,REPORT_ONLY
